1,51.564705,0.175926
2,51.562615,0.160056
3,51.569667,0.148167
4,51.572996,0.148079
5,51.558249,0.134212
6,51.595916,0.147298
7,51.598992,0.148251
8,51.623858,0.125963
9,51.646417,0.107244
10,51.659139,0.097814
11,51.665519,0.089013
12,51.675557,0.069138
13,51.683974,0.07729
14,51.721055,0.036495
15,51.724965,0.034021
16,51.717282,0.015421
18,51.720856,0.009933
19,51.721543,0.008125
20,51.727082,-0.014045
21,51.728158,-0.019761
22,51.729193,-0.025147
23,51.734671,-0.056567
24,51.735009,-0.085924
25,51.725518,-0.10735
26,51.71516,-0.16175
27,51.713118,-0.162282
28,51.703631,-0.176661
29,51.703838,-0.17729
30,51.706252,-0.1822
31,51.709598,-0.202114
33,51.730353,-0.255782
34,51.737766,-0.254208
35,51.738109,-0.254934
36,51.739211,-0.265566
37,51.719387,-0.290326
38,51.715369,-0.299728
39,51.707256,-0.305156
40,51.70884,-0.302159
41,51.699336,-0.299142
42,51.693393,-0.322285
43,51.693377,-0.322459
44,51.687389,-0.319352
45,51.656916,-0.387431
46,51.653992,-0.38794
47,51.655375,-0.396377
48,51.655278,-0.396511
49,51.620652,-0.368075
50,51.617725,-0.378783
51,51.613187,-0.403946
52,51.616873,-0.424487
53,51.618187,-0.431361
54,51.619322,-0.43619
55,51.619529,-0.44368
57,51.614029,-0.462356
58,51.619064,-0.472629
59,51.624213,-0.482121
60,51.628073,-0.489274
61,51.630657,-0.493739
62,51.631046,-0.498119
63,51.535184,-0.090136
64,51.581557,-0.490658
65,51.550691,-0.485449
66,51.540871,-0.493043
67,51.529207,-0.488815
68,51.529164,-0.488903
69,51.515748,-0.490385
70,51.510236,-0.485523
72,51.502369,-0.485568
73,51.502388,-0.48564
74,51.634373,-0.543064
75,51.636891,-0.538055
77,51.482967,-0.521122
78,51.482995,-0.521165
79,51.477234,-0.524994
81,51.438024,-0.524718
82,51.437928,-0.52498
83,51.432439,-0.511159
84,51.434994,-0.522657
85,51.432875,-0.517935
86,51.43269,-0.517466
87,51.430965,-0.510573
88,51.392343,-0.486042
89,51.389672,-0.485311
90,51.388795,-0.485656
91,51.386187,-0.450574
92,51.386467,-0.447245
93,51.383872,-0.433997
94,51.386378,-0.427717
95,51.405085,-0.407263
96,51.406081,-0.404482
97,51.40799,-0.396105
98,51.404631,-0.388502
99,51.399141,-0.384943
100,51.39535,-0.383955
100b,51.402775,-0.394835
101,51.387233,-0.366002
102,51.379798,-0.362932
103,51.379074,-0.364524
104,51.375452,-0.356319
105,51.370105,-0.352114
106,51.367282,-0.353451
107,51.36432,-0.355066
108,51.353567,-0.361037
109,51.347531,-0.363464
110,51.343471,-0.363752
111,51.344096,-0.353191
112,51.344134,-0.352672
113,51.345959,-0.346246
114,51.348547,-0.338556
115,51.326662,-0.327319
116,51.328305,-0.318331
117,51.332748,-0.310259
118,51.337308,-0.302899
119,51.337561,-0.304799
120,51.335069,-0.305982
121,51.323513,-0.289271
122,51.321179,-0.287678
123,51.311323,-0.281574
124,51.307593,-0.279245
125,51.303316,-0.278301
126,51.300978,-0.267357
127,51.303769,-0.25784
128,51.305353,-0.253103
129,51.306512,-0.250046
130,51.308643,-0.24457
131,51.308955,-0.243784
132,51.311342,-0.244051
133,51.306768,-0.243121
134,51.299721,-0.24689
135,51.290146,-0.24344
136,51.28769,-0.243405
137,51.283965,-0.241482
138,51.282801,-0.24058
139,51.281746,-0.239774
140,51.278884,-0.237833
141,51.27808,-0.237004
142,51.27691,-0.235758
143,51.273179,-0.233435
144,51.270506,-0.232721
144a,51.267387,-0.231622
145,51.266788,-0.2312
146,51.263538,-0.229204
147,51.262897,-0.229013
148,51.262236,-0.228709
149,51.257785,-0.226401
150,51.257112,-0.226484
151,51.255938,-0.226759
152,51.25639,-0.225107
153,51.263046,-0.224034
154,51.279635,-0.219078
155,51.28279,-0.219028
156,51.294524,-0.221299
157,51.298575,-0.197431
158,51.301104,-0.191163
159,51.30608,-0.176347
160,51.305341,-0.172187
161,51.304856,-0.166482
162,51.30658,-0.157174
163,51.302663,-0.149426
164,51.296058,-0.152546
166,51.295239,-0.130948
167,51.294854,-0.105274
168,51.296347,-0.10088
169,51.308577,-0.082111
170,51.306514,-0.079701
171,51.305065,-0.077437
172,51.302254,-0.073824
173,51.29638,-0.06063
174,51.296326,-0.060059
175,51.301954,-0.053495
176,51.307175,-0.043489
177,51.307992,-0.041804
178,51.314773,-0.03378
179,51.319731,-0.042538
180,51.318696,-0.037645
181,51.323923,-0.017988
183,51.333493,0.001016
184,51.33131,0.002974
185,51.331852,0.00495
186,51.336943,0.030469
187,51.331622,0.042723
188,51.321093,0.058458
189,51.326062,0.063317
190,51.34724,0.082174
191,51.349756,0.087846
192,51.350396,0.088794
193,51.351789,0.089374
194,51.355441,0.089282
195,51.359672,0.088584
196,51.359567,0.099969
197,51.361381,0.100627
198,51.365799,0.105986
199,51.365661,0.124067
200,51.366087,0.130307
201,51.371375,0.155826
202,51.383073,0.152064
203,51.386142,0.160185
204,51.387501,0.163569
205,51.389507,0.162557
206,51.39237,0.161369
207,51.408237,0.159716
208,51.431421,0.166075
209,51.434846,0.166683
210,51.444516,0.174279
211,51.443491,0.180605
212,51.448835,0.189136
213,51.448755,0.191032
214,51.450707,0.19196
216,51.45412,0.20279
217,51.480706,0.216444
218,51.629934,-0.481525
